"","animal","weight","age","color","spots","sex","appetite","eyecColor","aggressiveness","yard"
"429","goat",1087.2,6,"red",0,"F",0.263,"black",5,2
"430","horse",926.3,3,"white",0,"M",4.79,"brown",2,1
"431","horse",1417.8,2,"red",1,"F",3.445,"black",2,3
"432","pig",878.4,3,"brown",1,"M",7.078,"black",2,4
"433","goat",1380.5,5,"white",0,"F",4.37,"black",2,2
"434","goat",1093.5,6,"grey",1,"M",3.398,"brown",4,3
"435","sheep",1037,2,"white",0,"M",9.772,"black",2,1
"436","horse",1194.6,4,"red",0,"M",0.64,"black",5,2
"437","pig",1048,8,"brown",0,"F",4.329,"brown",1,2
"438","horse",1156.1,4,"brown",1,"F",4.271,"brown",2,1
"439","goat",1288.1,5,"white",0,"F",3.373,"black",5,2
"440","goat",1161.5,5,"brown",1,"M",5.418,"brown",3,1
"441","horse",1068.1,3,"white",0,"M",6.218,"brown",2,3
"442","horse",1479.9,8,"brown",0,"F",-4.148,"black",4,1
"443","horse",1153.7,4,"red",1,"F",7.434,"brown",1,2
"444","goat",1413,2,"brown",1,"F",5.257,"brown",4,4
"445","horse",1015.1,3,"red",0,"F",6.948,"brown",3,2
"446","horse",850.7,3,"brown",1,"M",3.025,"black",1,1
"447","pig",1344.9,4,"grey",1,"M",7.905,"black",3,2
"448","goat",790.4,7,"grey",0,"F",4.329,"black",2,4
"449","goat",1420.2,7,"brown",0,"F",3.512,"blue",1,1
"450","cow",1328,7,"red",0,"F",9.027,"black",2,1
"451","goat",1190.2,2,"grey",0,"F",5.789,"black",2,2
"452","goat",1436.4,8,"brown",1,"F",6.656,"black",4,4
"453","horse",1036.7,4,"black",0,"F",10.841,"brown",1,1
"454","pig",1525.4,3,"black",0,"M",5.382,"brown",2,1
"455","sheep",1013.4,5,"grey",0,"F",1.165,"black",4,2
"456","horse",1046.8,2,"red",0,"M",10.503,"black",5,1
"457","goat",1222.2,3,"grey",1,"M",9.046,"black",1,1
"458","pig",980.7,3,"black",1,"F",2.533,"black",3,1
"459","sheep",1580.8,3,"red",0,"M",2.855,"black",5,4
"460","pig",760.7,4,"red",0,"F",4.829,"black",2,1
"461","cow",843.4,6,"grey",0,"F",2.735,"black",5,4
"462","horse",1054.4,2,"red",0,"F",6.69,"black",2,1
"463","pig",1257.7,4,"black",0,"M",6.405,"black",2,2
"464","goat",1205,1,"white",0,"F",7.464,"blue",3,1
"465","horse",991,4,"brown",0,"F",0.25,"black",3,1
"466","pig",764.1,7,"grey",0,"F",2.604,"brown",1,2
"467","sheep",1383.5,6,"red",0,"F",8.189,"brown",4,2
"468","sheep",714.9,4,"black",1,"M",11.248,"black",2,1
"469","goat",886.9,2,"black",0,"M",7.617,"brown",3,1
"470","pig",974,6,"grey",1,"F",8.307,"black",2,1
"471","goat",1367.9,1,"white",0,"F",2.941,"black",5,1
"472","goat",1046,3,"red",0,"F",5.365,"black",5,1
"473","horse",1154.5,7,"white",0,"F",1.257,"black",1,2
"474","pig",1036.7,1,"red",0,"F",2.957,"brown",4,1
"475","pig",1215.8,4,"white",0,"M",2.279,"brown",3,2
"476","pig",1504.7,8,"white",0,"M",6.157,"brown",5,2
"477","goat",962.4,2,"brown",0,"F",2.355,"black",1,4
"478","horse",1139.4,6,"black",1,"M",7.292,"black",4,2
"479","pig",877.1,7,"red",0,"F",4.479,"black",3,1
"480","sheep",1040.1,3,"red",1,"M",9.185,"brown",2,3
"481","sheep",924,4,"white",0,"M",5.962,"brown",1,4
"482","pig",1332.8,2,"grey",0,"F",1.412,"brown",1,1
"483","goat",676.7,5,"black",0,"M",7.029,"brown",3,1
"484","goat",921.4,1,"black",0,"M",6.396,"black",4,1
"485","goat",983.5,6,"grey",1,"M",5.748,"brown",1,2
"486","sheep",1576.2,2,"white",0,"F",6.247,"brown",1,1
"487","pig",1158.2,8,"red",0,"F",5.742,"brown",3,2
"488","horse",1074.9,6,"black",1,"F",5.25,"black",4,4
"489","cow",1200.5,4,"black",1,"F",13.931,"brown",1,1
"490","goat",1182.8,6,"red",0,"M",5.244,"black",5,1
"491","pig",1443.2,7,"white",1,"M",4.905,"brown",5,4
"492","horse",1366.8,3,"red",1,"M",4.205,"black",5,2
"493","pig",1015.6,2,"grey",0,"F",1.782,"brown",3,3
"494","horse",1148,2,"brown",0,"M",6.776,"black",4,2
"495","goat",994,8,"brown",0,"M",3.686,"blue",3,1
"496","goat",929.5,2,"white",1,"M",2.976,"black",2,3
"497","goat",975.3,3,"white",1,"M",7.193,"brown",5,1
"498","goat",1794.5,6,"brown",0,"M",-0.035,"black",2,2
"499","horse",1413.4,4,"black",0,"M",6.104,"black",1,3
"500","sheep",1163.7,4,"white",1,"M",4.57,"brown",5,1
"501","pig",1099.8,4,"white",1,"M",4.672,"brown",1,1
"502","horse",796.3,2,"white",1,"M",2.734,"black",1,1
"503","horse",1209.7,3,"white",0,"F",7.938,"black",1,3
"504","horse",1118,2,"black",1,"M",9.583,"black",3,1
"505","horse",1317.5,5,"grey",0,"F",4.962,"brown",5,1
"506","horse",987.8,4,"red",0,"M",5.702,"black",5,3
"507","goat",1099.3,3,"red",0,"M",3.405,"black",3,1
"508","horse",1317.9,4,"red",0,"F",3.979,"brown",5,1
"509","pig",1560.4,3,"grey",0,"F",3.719,"brown",3,1
"510","horse",1308.3,4,"white",1,"M",1.522,"black",4,1
"511","horse",1083.8,7,"grey",0,"F",4.343,"black",4,1
"512","horse",776.2,2,"red",0,"F",4.495,"black",3,1
"513","sheep",1070.1,3,"grey",0,"M",2.386,"brown",5,1
"514","goat",1253.6,6,"black",0,"M",6.872,"brown",4,1
"515","sheep",745.4,2,"white",0,"F",2.64,"brown",1,3
"516","sheep",1199.3,6,"red",0,"M",2.469,"black",1,1
"517","horse",1055,3,"brown",0,"F",6.187,"brown",4,4
"518","horse",875.3,2,"white",0,"M",8.271,"brown",4,2
"519","goat",814.7,3,"brown",0,"M",3.945,"black",3,1
"520","pig",1017.9,8,"black",0,"F",3.85,"black",5,4
"521","horse",1084.8,6,"white",0,"M",6.289,"black",3,3
"522","goat",857.2,4,"brown",0,"M",5.398,"black",5,1
"523","cow",1248,7,"white",0,"M",0.234,"black",3,2
"524","horse",866.5,5,"black",0,"F",8.323,"blue",2,1
"525","goat",759.9,4,"grey",0,"M",2.77,"black",3,1
"526","goat",1310.1,8,"black",0,"M",4.222,"black",1,4
"527","horse",1241.9,2,"brown",0,"F",2.914,"black",2,2
"528","pig",822.1,4,"black",0,"F",1.891,"brown",4,4
"529","goat",817.7,4,"red",1,"M",5.118,"black",1,3
"530","pig",1037.9,1,"red",0,"F",5.589,"brown",2,3
"531","goat",968.5,8,"brown",1,"F",4.445,"brown",3,4
"532","goat",1011.8,1,"grey",0,"M",4.079,"black",5,3
"533","goat",1052,7,"red",0,"M",6.08,"brown",5,1
"534","goat",1095.2,8,"brown",0,"M",7.106,"black",5,2
"535","pig",860.9,3,"white",1,"F",5.221,"black",2,3
"536","horse",1123.1,7,"brown",1,"F",6.873,"brown",4,3
"537","goat",1051.1,4,"white",0,"M",10.492,"brown",1,1
"538","horse",1141.5,1,"white",0,"M",3.058,"black",2,3
"539","sheep",989.9,4,"white",1,"M",3.107,"brown",4,1
"540","horse",1106.7,4,"brown",0,"F",8.528,"black",1,2
"541","goat",955.2,6,"white",0,"M",2.487,"brown",5,2
"542","goat",1686.4,2,"red",1,"F",4.16,"black",4,2
"543","horse",1335.8,3,"black",1,"M",8.565,"brown",4,1
"544","horse",496.5,3,"brown",1,"F",6.189,"black",3,1
"545","pig",1292.4,2,"grey",0,"F",4.835,"brown",4,1
"546","goat",918,7,"red",1,"F",3.099,"black",2,2
"547","pig",1369.8,7,"brown",0,"F",4.788,"black",1,2
"548","horse",1065.2,2,"white",1,"M",9.277,"black",1,1
"549","goat",1134.7,4,"grey",1,"F",6.838,"black",4,1
"550","goat",1253,5,"grey",0,"F",1.121,"brown",5,3
"551","horse",1495.5,1,"white",1,"F",7.081,"brown",1,3
"552","goat",1305,4,"red",1,"F",5.764,"black",1,1
"553","pig",1256.3,1,"black",0,"F",5.996,"black",3,1
"554","goat",597.7,8,"red",1,"F",8.339,"brown",2,2
"555","horse",1195.1,1,"grey",1,"F",5.385,"brown",5,3
"556","horse",1674.6,5,"grey",1,"M",12.348,"black",3,2
"557","goat",638.2,3,"black",0,"F",5.658,"brown",2,1
"558","goat",1545.3,3,"red",0,"F",5.662,"black",1,1
"559","horse",1310.9,3,"brown",1,"M",3.863,"brown",2,1
"560","pig",964.6,2,"red",0,"M",3.901,"black",1,1
"561","goat",899.9,3,"white",0,"F",-0.492,"black",4,3
"562","pig",1031.5,1,"red",0,"M",1.429,"black",1,2
"563","goat",1214.5,2,"red",1,"F",6.489,"brown",2,1
"564","goat",1333.9,4,"red",0,"F",7.038,"black",5,1
"565","horse",1371.2,4,"red",1,"M",11.42,"brown",1,1
"566","goat",983.6,2,"black",0,"F",0.685,"black",5,4
"567","goat",987.9,4,"red",0,"M",-2.321,"black",1,1
"568","horse",853.7,6,"red",1,"F",6.045,"brown",4,1
"569","goat",1115.3,5,"grey",0,"F",8.571,"black",2,2
"570","pig",506.3,4,"brown",0,"M",4.33,"brown",1,1
"571","cow",1431.4,8,"grey",0,"F",5.282,"brown",1,1
"572","horse",1171.8,6,"brown",1,"F",2.542,"black",5,1
"573","goat",1152.2,3,"red",1,"F",8.765,"black",4,3
"574","horse",1135.9,1,"black",1,"F",10.088,"brown",1,1
"575","goat",1004.6,5,"red",0,"F",10.152,"brown",1,2
"576","horse",1038.8,1,"brown",1,"F",4.976,"brown",1,2
"577","pig",1455.9,2,"brown",0,"M",13.604,"brown",1,1
"578","pig",1100.7,5,"white",0,"F",9.602,"brown",4,1
"579","goat",1203.4,3,"red",1,"F",4.134,"blue",5,1
"580","goat",1356,4,"black",0,"F",8.329,"black",1,1
"581","horse",1756.8,5,"black",0,"F",2.617,"brown",3,3
"582","cow",1212,8,"red",1,"M",4.056,"black",2,1
"583","pig",888.4,1,"red",0,"M",6.286,"black",2,2
"584","horse",1094.3,6,"black",1,"F",3.644,"black",3,1
"585","goat",1173.9,1,"red",1,"F",9.718,"brown",1,3
"586","goat",1602.2,3,"white",1,"M",6.622,"black",1,1
"587","horse",844.2,8,"black",1,"F",3.488,"brown",1,3
"588","pig",1007.8,8,"black",0,"M",4.776,"black",2,1
"589","goat",1198.1,7,"brown",0,"F",6.518,"black",3,4
"590","horse",1187.6,2,"grey",0,"F",6.612,"black",4,1
"591","horse",1167.2,8,"white",0,"F",2.43,"black",1,1
"592","sheep",1037.3,7,"black",0,"M",7.392,"black",4,2
"593","horse",765.5,3,"red",0,"F",7.937,"brown",5,1
"594","horse",1059,2,"brown",0,"M",5.448,"blue",1,1
"595","pig",1418.2,3,"brown",1,"M",3.04,"brown",3,3
"596","goat",1210.1,1,"white",1,"M",6.218,"black",2,1
"597","goat",1075.5,3,"white",1,"F",5.05,"brown",1,2
"598","goat",1018.9,6,"brown",0,"F",9.151,"brown",1,1
"599","goat",726.7,2,"red",0,"M",10.62,"black",4,1
"600","goat",906.2,4,"white",0,"F",6.652,"brown",3,1
"601","pig",1112.7,7,"red",0,"M",4.395,"black",2,1
"602","pig",1076.4,8,"white",0,"F",3.957,"black",1,1
"603","cow",1057.7,3,"grey",0,"M",6.36,"brown",2,4
"604","goat",884.6,1,"black",0,"F",7.778,"brown",3,2
"605","horse",1247.7,8,"white",1,"F",10.911,"black",5,1
"606","pig",957.9,5,"white",1,"F",2.761,"brown",1,1
"607","horse",1027.5,1,"white",0,"M",4.925,"brown",4,1
"608","horse",1622.5,2,"white",0,"F",5.407,"black",2,2
"609","horse",1002.9,3,"white",1,"F",9.894,"brown",5,1
"610","goat",1291.7,2,"black",1,"M",7.355,"black",5,3
"611","pig",967.5,5,"black",0,"M",4.393,"black",1,4
"612","pig",943.2,3,"brown",0,"M",0.439,"brown",4,1
"613","pig",1001.3,2,"red",1,"F",7.688,"black",4,4
"614","goat",1342.6,5,"brown",0,"F",6.994,"black",5,1
"615","cow",781.8,3,"red",0,"F",2.09,"black",4,1
"616","goat",953.2,3,"grey",0,"F",3.371,"black",3,4
"617","horse",1307.3,8,"brown",1,"F",6.862,"brown",1,1
"618","sheep",1337.8,2,"white",1,"F",8.931,"black",2,1
"619","goat",761.5,2,"black",0,"F",2.213,"black",4,2
"620","pig",1100.9,2,"brown",0,"F",2.785,"black",1,2
"621","goat",1066.1,1,"red",0,"M",6.222,"brown",5,1
"622","horse",1309.1,1,"brown",0,"F",3.788,"black",5,1
"623","pig",881.9,1,"brown",0,"M",3.612,"brown",1,1
"624","pig",882.3,2,"black",0,"F",-0.217,"black",2,3
"625","horse",1255.3,3,"brown",0,"M",2.716,"black",3,1
"626","goat",1218.4,3,"white",0,"M",3.655,"black",1,1
"627","goat",982.6,2,"black",0,"M",5.97,"black",5,4
"628","sheep",1605,2,"red",0,"M",4.832,"black",4,1
"629","goat",1177.2,2,"black",1,"M",7.053,"black",4,1
"630","horse",1042.8,3,"grey",0,"F",8.437,"brown",5,1
"631","goat",1024.8,8,"grey",0,"F",6.708,"brown",5,2
"632","goat",1131.4,8,"black",1,"F",3.076,"brown",5,2
"633","goat",1102.3,4,"black",1,"M",1.363,"black",1,1
"634","horse",1393.4,1,"red",0,"F",6.356,"black",5,1
"635","horse",1465.5,2,"red",0,"M",5.283,"black",1,2
"636","horse",1411.6,2,"red",1,"M",11.439,"blue",5,1
"637","horse",999.8,7,"grey",0,"M",4.772,"brown",4,2
"638","goat",1732.2,3,"red",0,"F",-0.914,"black",1,1
"639","horse",1547.2,5,"white",1,"M",9.739,"brown",2,2
"640","goat",1081.5,2,"grey",0,"M",5.687,"brown",3,3
"641","horse",1076.8,5,"black",0,"M",4.193,"brown",4,1
"642","horse",881.4,8,"red",0,"M",6.176,"brown",3,1
"643","horse",868.2,5,"black",0,"M",5.136,"black",4,4
"644","goat",771,1,"grey",0,"M",6.261,"brown",2,1
"645","horse",1047.4,4,"red",1,"M",6.282,"black",1,1
"646","pig",1456.4,3,"black",0,"M",5.162,"black",2,1
"647","horse",1097.5,8,"red",0,"F",6.947,"brown",2,1
"648","horse",1050.5,6,"brown",1,"M",14.38,"black",4,3
"649","goat",1405.5,2,"black",0,"M",6.666,"brown",3,1
"650","goat",972.5,2,"grey",0,"F",4.137,"brown",3,1
"651","horse",904.3,1,"red",0,"F",5.281,"brown",2,3
"652","goat",1102.7,8,"grey",0,"F",3.933,"black",5,2
"653","horse",1234.5,6,"red",1,"M",6.438,"black",3,1
"654","sheep",1370.4,3,"black",0,"F",2.321,"brown",5,1
"655","goat",999.9,8,"white",0,"M",2.569,"brown",4,3
"656","goat",632.4,4,"black",0,"M",3.271,"black",5,3
"657","goat",1056.7,1,"brown",0,"M",6.762,"brown",2,1
"658","goat",1046,4,"black",1,"F",3.492,"black",4,1
"659","pig",905.6,1,"red",0,"M",8.169,"brown",1,4
"660","horse",1123.1,8,"white",0,"M",4.879,"black",1,1
"661","goat",960.5,2,"red",0,"F",5.898,"brown",2,1
"662","horse",1216.4,7,"brown",0,"F",0.076,"black",1,1
"663","goat",1417.3,2,"red",0,"M",4.981,"brown",2,1
"664","goat",1058.7,4,"white",0,"F",-0.566,"black",3,2
"665","horse",1291.1,6,"white",0,"M",3.947,"brown",1,1
"666","goat",931.2,3,"grey",0,"F",-1.118,"brown",5,2
"667","horse",1170.2,1,"black",0,"M",5.154,"blue",5,2
"668","goat",1378.8,7,"brown",0,"M",5.057,"black",5,1
"669","sheep",1794.1,7,"brown",0,"F",5.706,"brown",1,1
"670","pig",868.7,1,"white",0,"F",1.839,"black",4,1
"671","pig",789.4,1,"white",0,"M",-0.408,"black",1,1
"672","goat",1126.2,8,"white",0,"F",9.097,"brown",4,1
"673","goat",1366.6,3,"grey",1,"M",6.726,"black",1,3
"674","goat",1034.7,8,"white",0,"F",2.768,"brown",4,2
"675","pig",1423,6,"white",1,"F",9.154,"brown",2,1
"676","goat",856.6,6,"white",0,"F",0.848,"black",1,1
"677","goat",778.2,4,"red",0,"F",8.699,"black",5,2
"678","goat",1265.3,4,"red",0,"M",2.076,"blue",1,4
"679","sheep",1168.8,7,"brown",0,"M",0.832,"brown",5,1
"680","pig",784.8,4,"black",0,"F",2.311,"brown",1,1
"681","pig",1300.7,1,"red",1,"M",5.839,"black",5,1
"682","horse",1093.3,4,"white",1,"M",6.29,"black",4,3
"683","sheep",771.4,4,"grey",1,"F",2.196,"black",3,3
"684","pig",800.2,2,"brown",0,"F",6.089,"black",5,1
"685","pig",1196.4,4,"black",1,"M",6.358,"black",1,1
"686","goat",1239.9,7,"grey",0,"F",4.319,"black",5,3
"687","goat",789.5,6,"brown",0,"M",9.43,"brown",4,3
"688","horse",809,7,"white",0,"M",11.966,"black",3,1
"689","goat",1237,7,"grey",0,"F",7.535,"black",1,3
"690","pig",942,6,"grey",1,"M",1.774,"black",4,2
"691","goat",942.7,4,"red",1,"M",3.871,"black",3,4
"692","horse",1333.5,1,"grey",0,"F",5.157,"black",3,1
"693","cow",1060,3,"red",0,"M",6.383,"brown",1,1
"694","pig",968.4,5,"white",0,"M",5.695,"black",1,1
"695","goat",1199.9,5,"red",0,"M",3.919,"black",4,1
"696","horse",1039.5,1,"red",1,"M",4.21,"brown",2,1
"697","goat",905.9,4,"white",0,"F",2.77,"brown",5,3
"698","pig",1226.8,4,"red",0,"M",-0.153,"black",3,1
"699","sheep",883.1,4,"brown",0,"F",3.25,"black",3,3
"700","cow",1292.2,5,"grey",0,"M",5.172,"brown",1,1
"701","horse",923.1,8,"red",0,"F",5.474,"brown",5,3
"702","horse",986.1,3,"red",1,"M",12.272,"brown",3,4
"703","horse",495,2,"brown",0,"F",6.871,"black",4,4
"704","goat",317.6,3,"red",0,"M",5.284,"brown",5,1
"705","horse",1048.3,2,"black",1,"M",0.679,"black",2,1
"706","horse",796.1,3,"red",1,"F",7.072,"brown",3,3
"707","goat",1218.4,4,"white",0,"F",6.191,"black",3,1
"708","cow",923.1,5,"red",0,"M",4.197,"black",4,1
"709","goat",1294.8,2,"brown",1,"M",2.872,"black",5,3
"710","sheep",1008.3,4,"white",0,"F",0.532,"black",1,2
"711","goat",728.4,1,"white",1,"M",9.501,"blue",1,4
"712","goat",776.2,4,"brown",0,"F",4.361,"brown",1,1
"713","horse",1194.9,4,"brown",0,"F",6.275,"brown",4,3
"714","horse",1367.7,8,"red",0,"M",1.35,"black",2,1
"715","goat",977.7,6,"brown",1,"M",5.128,"brown",5,1
"716","horse",841.4,5,"grey",1,"M",0.913,"brown",2,1
"717","goat",948,4,"grey",0,"M",6.52,"black",2,1
"718","goat",856.1,4,"brown",0,"M",2.866,"black",5,1
"719","horse",1084.7,4,"brown",1,"M",1.881,"black",2,3
"720","pig",1467.1,2,"brown",0,"F",8.195,"black",2,2
"721","pig",1140,4,"red",1,"F",7.04,"black",3,1
"722","goat",1282.3,6,"black",0,"F",3.499,"black",1,1
"723","goat",1123.2,2,"red",0,"F",0.205,"black",4,3
"724","pig",1124.2,2,"red",0,"M",3.585,"black",4,1
"725","sheep",884.9,3,"brown",1,"F",4.112,"black",2,1
"726","horse",1271.8,8,"black",0,"F",5.056,"black",4,2
"727","pig",1143.6,7,"red",0,"M",3.913,"black",2,1
"728","goat",606.5,4,"grey",1,"F",4.017,"brown",4,3
"729","sheep",997.6,4,"brown",0,"M",5.707,"black",4,1
"730","cow",1130.4,3,"grey",1,"M",6.477,"brown",4,2
"731","pig",821.5,6,"brown",1,"F",4.704,"brown",3,1
"732","pig",858.5,8,"grey",0,"M",4.512,"brown",3,2
"733","horse",437.6,2,"white",0,"M",2.7,"black",2,3
"734","goat",1162.9,8,"grey",0,"M",4.745,"black",1,1
"735","goat",949.5,8,"brown",0,"M",7.135,"blue",5,1
"736","horse",1172.6,8,"grey",0,"F",5.851,"black",1,1
"737","sheep",1175.6,5,"red",0,"F",4.582,"brown",5,3
"738","sheep",1360.6,6,"brown",0,"F",4.534,"black",3,1
"739","pig",949.9,5,"red",0,"M",3.563,"black",5,1
"740","goat",1353.5,4,"brown",1,"F",5.181,"black",3,1
"741","goat",1175.9,1,"brown",0,"F",5.724,"black",1,1
"742","pig",914.9,3,"brown",0,"F",1.599,"black",1,1
"743","horse",1658.6,2,"black",0,"F",0.29,"black",2,4
"744","goat",836.3,5,"grey",0,"M",4.43,"black",2,1
"745","goat",1350.8,3,"grey",0,"M",6.216,"black",1,4
"746","pig",1011.3,2,"black",0,"M",7.031,"black",3,1
"747","pig",1247.5,4,"white",1,"M",6.644,"brown",5,2
"748","horse",1158.1,1,"white",0,"M",4.797,"brown",3,1
"749","horse",1142.2,2,"white",0,"M",4.53,"black",3,4
"750","pig",1300.1,2,"red",0,"F",5.698,"brown",4,3
"751","sheep",849.1,2,"black",0,"M",5.756,"black",2,1
"752","horse",1200.6,1,"grey",0,"F",0.211,"black",4,2
"753","sheep",953.2,5,"white",0,"F",4.485,"black",4,1
"754","horse",891.3,7,"red",0,"F",4.083,"black",3,1
"755","goat",1410.1,3,"grey",0,"M",4.822,"black",4,4
"756","sheep",932.2,3,"grey",1,"M",9.005,"brown",2,1
"757","goat",852.7,7,"grey",1,"F",5.972,"black",5,1
"758","goat",572,8,"grey",1,"M",4.744,"black",2,1
"759","goat",1258.9,4,"red",1,"M",2.796,"black",5,2
"760","goat",1163.3,2,"white",0,"F",6.924,"brown",3,1
"761","goat",1199.8,1,"brown",1,"M",2.228,"black",5,1
"762","goat",1373.4,2,"brown",0,"M",6.568,"brown",5,2
"763","sheep",1253,3,"red",0,"M",5.659,"black",4,1
"764","sheep",1270.5,5,"brown",0,"F",7.271,"brown",5,1
"765","cow",752.9,2,"brown",0,"M",2.744,"black",1,2
"766","sheep",1390.4,2,"brown",0,"F",8.379,"black",4,3
"767","horse",1430.9,3,"black",1,"M",3.546,"brown",4,3
"768","horse",1115.5,3,"white",0,"F",2.6,"blue",5,2
"769","horse",999.9,3,"brown",0,"F",7.711,"brown",2,2
"770","sheep",967.3,2,"red",1,"F",8.168,"black",3,1
"771","goat",1094,6,"black",1,"F",2.544,"brown",2,1
"772","pig",769.5,5,"red",0,"F",-0.683,"brown",5,2
"773","sheep",1075.5,7,"grey",0,"F",-0.62,"black",5,4
"774","goat",1145.1,4,"black",1,"F",1.044,"brown",2,1
"775","horse",972.9,4,"grey",0,"F",7.299,"black",4,1
"776","sheep",1036,2,"grey",0,"F",2.731,"black",2,1
"777","goat",891.6,5,"red",0,"M",5.902,"black",2,1
"778","horse",1122.4,8,"white",1,"M",2.613,"brown",5,3
"779","goat",1176.8,2,"brown",1,"F",2.653,"black",3,1
"780","cow",959,6,"black",1,"F",-0.454,"black",3,3
"781","goat",742.8,4,"red",1,"F",5.135,"black",3,2
"782","goat",1277.8,2,"brown",1,"F",1.537,"black",2,3
"783","goat",998.1,3,"brown",0,"F",5.395,"black",1,1
"784","goat",834.7,2,"black",1,"F",5.094,"black",2,2
"785","goat",1094.9,3,"brown",0,"F",4.547,"brown",1,4
"786","goat",1068,3,"grey",0,"M",7.109,"brown",1,1
"787","goat",962.2,2,"grey",1,"F",1.701,"black",1,1
"788","horse",1134.2,3,"red",0,"M",4.977,"brown",3,3
"789","goat",1257,3,"brown",0,"M",9.047,"brown",5,3
"790","pig",1248.7,5,"black",0,"M",2.142,"brown",1,1
"791","goat",1298.5,6,"white",0,"F",5.549,"black",3,4
"792","pig",1150.2,4,"white",0,"M",4.551,"brown",2,1
"793","pig",1158.2,4,"red",1,"M",5.266,"black",3,1
"794","goat",1515.6,2,"brown",0,"M",7.23,"brown",5,1
"795","pig",1255.9,1,"red",1,"F",9.601,"black",2,2
"796","goat",1316.9,3,"brown",0,"M",1.209,"brown",4,3
"797","horse",799.5,6,"white",0,"M",0.444,"brown",3,2
"798","horse",1236.9,7,"black",1,"F",8.63,"black",1,1
"799","goat",1601.4,5,"brown",1,"F",5.089,"brown",4,1
"800","pig",521.2,8,"grey",0,"F",4.754,"black",2,1
"801","pig",1162.3,4,"black",0,"M",4.23,"brown",2,1
"802","goat",1105.7,5,"black",0,"F",-2.352,"brown",2,2
"803","goat",1070.3,5,"white",0,"F",5.294,"blue",2,2
"804","sheep",346.5,8,"black",0,"F",8.636,"blue",4,1
"805","goat",1083.8,3,"brown",0,"M",7.411,"brown",2,1
"806","pig",1218.6,3,"white",0,"F",2.151,"black",4,2
"807","pig",1589.8,6,"brown",0,"F",0.384,"black",5,2
"808","goat",832.6,3,"red",0,"M",3.745,"brown",3,1
"809","goat",1458.7,1,"white",1,"F",2.976,"black",5,2
"810","horse",1296.4,3,"white",1,"M",1.761,"black",1,2
"811","goat",829.1,7,"brown",0,"M",7.92,"brown",4,2
"812","horse",1117.2,5,"red",0,"F",3.876,"brown",4,1
"813","goat",1003.5,5,"white",0,"F",4.559,"brown",5,1
"814","pig",1018.4,8,"grey",1,"F",6.427,"black",5,3
"815","horse",908.9,5,"white",1,"M",10.503,"black",4,1
"816","sheep",1168.6,7,"red",1,"M",3.996,"brown",2,1
"817","goat",772.7,3,"grey",0,"F",6.729,"brown",2,1
"818","goat",1547,2,"red",1,"F",6.29,"black",5,1
"819","sheep",1002.2,3,"red",1,"F",-1.443,"black",5,1
"820","goat",1274,7,"black",0,"F",3.83,"brown",4,1
"821","goat",1172,6,"brown",0,"M",2.292,"brown",5,4
"822","goat",1175.7,2,"red",0,"M",3.77,"brown",3,3
"823","goat",1112.7,3,"red",1,"F",9.071,"brown",3,1
"824","horse",872,5,"red",0,"M",-1.63,"brown",5,1
"825","goat",1266.4,2,"white",0,"F",3.891,"black",4,3
"826","pig",471.2,6,"grey",1,"F",8.065,"black",1,1
"827","goat",999.4,5,"red",0,"F",7.505,"black",1,2
"828","horse",976.6,3,"white",1,"M",5.026,"black",1,3
"829","goat",742.7,2,"black",1,"F",1.674,"black",1,4
"830","goat",1308.8,7,"white",0,"F",5.134,"brown",5,2
"831","horse",1078.4,2,"white",1,"M",4.036,"brown",5,4
"832","horse",869.8,8,"red",0,"F",5.603,"black",4,1
"833","sheep",1266.4,4,"white",1,"F",2.311,"black",4,3
"834","goat",1270.8,3,"grey",0,"M",3.978,"brown",4,1
"835","pig",955.7,3,"red",0,"F",10.195,"brown",2,3
"836","goat",662.5,3,"white",1,"F",5.349,"brown",1,3
"837","pig",1777.3,3,"white",0,"F",3.123,"black",3,1
"838","pig",1256.7,8,"grey",1,"F",3.349,"brown",1,4
"839","horse",1481.7,4,"black",0,"F",7.953,"black",3,2
"840","pig",1068.8,3,"white",1,"F",5.625,"black",4,3
"841","sheep",1354.6,2,"brown",0,"M",4.206,"black",2,2
"842","goat",895.7,1,"brown",0,"M",5.747,"black",4,1
"843","horse",1293.8,4,"brown",0,"F",3.257,"brown",1,2
"844","horse",1832.8,6,"white",1,"M",2.196,"black",4,1
"845","horse",813.7,2,"black",0,"F",2.821,"black",4,1
"846","pig",1043.9,2,"red",0,"F",9.264,"brown",4,1
"847","pig",1204,7,"red",1,"F",4.387,"black",4,2
"848","pig",1482.8,2,"red",1,"F",5.998,"black",3,4
"849","pig",1253.8,8,"grey",1,"M",4.836,"black",2,3
"850","horse",1217.5,7,"red",1,"M",1.817,"brown",2,2
"851","pig",962.6,7,"red",1,"M",10.713,"brown",2,1
